nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
EL HOTELITO|INMOBILIARIA VERDUGO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALZADA|DE TLALPAN|CALZADA|ESPLIEGO|CALLE|NEZAHUALPILLI|AVENIDA|DIVISIÓN DEL NORTE|||||2591||COLONIA|XOTEPINGO||||04230|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0696|021||A.AMARO@MARALIFLORES.COM||Fijo|19.3257161600000000|-99.139005990000000|2014-12
HOTEL SAN JUAN|HOTEL RUVAL SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|DOCTOR VALENZUELA|AVENIDA|DOCTOR RIO DE LA LOZA|CALLE|DOCTOR RUIZ|CALLE|DOCTOR RUÍZ|40||||0||COLONIA|DOCTORES||||06720|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1036|023||||Fijo|19.4244965800000000|-99.143352920000000|2010-07
HOTEL SAN LAZARO|OPERADORA SAN LAZARO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|EJE VIAL|2 ORIENTE (HONORABLE CONGRESO DE LA UNION)|EJE VIAL|2 ORIENTE (HONORABLE CONGRESO DE LA UNION)|CALLE|GUILLERMO PRIETO|CALLE|COYUYA|480||||||COLONIA|PUEBLO MAGDALENA MIXHUCA||||15850|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|1416|023||OPERADORASANLAZARO@GMAIL.COM||Fijo|19.4062962500000000|-99.121419930000000|2010-07
HOTEL SAN LORENZO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|5 DE FEBRERO|CALLE|ANTONIO LEON Y GAMA|CALLE|LORENZO BOTURINI|CALZADA|SAN ANTONIO ABAD|224|E|||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1055|008||||Fijo|19.4183713000000000|-99.135994310000000|2010-07
HOTEL SAN FERNANDO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|SAN FERNANDO|AVENIDA|HIDALGO|CALLE|HEROES|AVENIDA|HIDALGO|36||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|021||||Fijo|19.4387297400000000|-99.147963330000000|2010-07
HOTEL SAN LUCAS|ARRENDADORA DE INMUEBLES SAN LUCAS SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|SAN MIGUEL|CALLE|CERRADA NEZAHUALCOYOTL|AVENIDA|FRAY SERVANDO TERESA DE MIER|CALLE|SAN LUCAS|6||||||COLONIA|CENTRO||||06080|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0979|011||||Fijo|19.4244821300000000|-99.131640090000000|2010-07
HOTEL SAN MARCOS||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|MESONES|CALLE|JESUS MARIA|CALLE|JUAN JOSE BAZ|CALLE|REPÚBLICA DEL SALVADOR|192||||0||COLONIA|CENTRO (ÁREA 9)||||06090|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0911|007||||Fijo|19.4277363000000000|-99.127846540000000|2010-07
HOTEL SAN MARTIN|DESARROLLOS URBANOS DUVIPAMEX SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|MAGNOLIA|CALLE|CALLE MOCTEZUMA|EJE VIAL|CENTRAL (LÁZARO CÁRDENAS)|84||||0||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|063A|024||HOTEL.SAN.MARTIN@HOTMAIL.COM||Fijo|19.4425663400000000|-99.139780800000000|2010-07
HOTEL TACUBA|TACUBA GABES SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|GOLFO GABES|CALLE|GOLFO SAN JORGE|CALLE|GOLFO DE CALIFORNIA|CALLE|MAR NEGRO|||||72||COLONIA|TACUBA||||11410|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0162|001||||Fijo|19.4554495300000000|-99.185706380000000|2010-07
HOTEL TEMPLO MAYOR|OPERADORA PLAZA DIAMANTE S DE RL DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|SAN ILDEFONSO|CALLE|REPUBLICA DE ARGENTINA|CALLE|CALLE DEL CARMEN|CALLE|JUSTO SIERRA|26||||||COLONIA|CENTRO (ÁREA 3)||||06020|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0752|007|||WWW.HOTELTEMPLOMAYOR.COM|Fijo|19.4362681500000000|-99.129763090000000|2010-07
HOTEL TEXAS||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|IGNACIO MARISCAL|CALLE|JOSE MARIA IGLESIAS|CALLE|PONCIANO ARRIAGA|AVENIDA|PUENTE DE ALVARADO|129||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|012||||Fijo|19.4382047100000000|-99.154620060000000|2010-07
HOTEL UNO 77|PROMOTORA UNO 77 SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MAESTRO ANTONIO CASO|AVENIDA|PARQUE VIA|CALLE|VELAZQUEZ DE LEON|CALLE|VELÁZQUEZ DE LEÓN|203|C|||||COLONIA|SAN RAFAEL||||06470|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0678|018||||Fijo|19.4357420300000000|-99.167890930000000|2010-07
HOTEL UNAMOR|HOTEL UNAMOR AC|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|UNIVERSIDAD|PRIVADA|CHIMALISTAC|CALLE|CERRO TUERA|PRIVADA|CHIMALISTAC|1905||||||COLONIA|FORTIN CHIMALISTAC||||04319|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0380|059||||Fijo|19.3412778600000000|-99.181939050000000|2019-11
HOTEL UNICO|INMOBILIARIA ALCOSA SA|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|ESCUELA MEDICO MILITAR|AVENIDA|FRAY SERVANDO TERESA DE MIER|AVENIDA|SAN PABLO|CALLE|JESÚS MARÍA|20||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0979|001||||Fijo|19.4251791400000000|-99.130720330000000|2010-07
HOTEL UNIÓN|HOTEL Y MOTEL SAN MARINO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|GOLONDRINAS|CALLE|FAISAN|CALLE|FENIX|CALLE|GAVIOTAS|53||||||COLONIA|GRANJAS MODERNAS||||07460|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1453|006||||Fijo|19.4805777200000000|-99.106595570000000|2010-07
HOTEL VILLA MEXICANA|OPERADORA DE HOTELES VILLA MEXICANA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|AVENIDA|DE LAS NACIONES|AVENIDA|INSURGENTES SUR|CALLE|DAKOTA|CALLE|FILADELFIA|||||38||COLONIA|NÁPOLES|||||09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0219|001||||Fijo|19.3946996900000000|-99.173548120000000|2010-07
HOTEL VILLAS  RIALTO|RUA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|2 NORTE (CANAL DEL NORTE)|CALLE|EL CATORCE|CALLE|COALCOMAN|CALLE|ALUMINIO|164||||||COLONIA|POPULAR RASTRO||||15220|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0032|005||||Fijo|19.4515586500000000|-99.122052720000000|2010-07
CASA DE HUESPEDES LOS REYES||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CERRADA|SEGUNDA HOMBRES ILUSTRES|PRIVADA|NINGUNO|PRIVADA|PRIMERA CERRADA HOMBRES ILUSTRES|CALLE|HOMBRES ILUSTRES|25||||||PUEBLO|SANTA CECILIA TEPETLAPA||||16880|09|CIUDAD DE MÉXICO|013|Xochimilco|0001|Xochimilco|064A|005||||Fijo|19.2190014900000000|-99.101672870000000|2019-11
HOTEL VILLA QUIJOTES|OPERADORA DE HOTELES CERVANTES SA DE CV|721112|Hoteles sin otros servicios integrados|31 a 50 personas|CALLE|MOCTEZUMA|CALLE|HIDALGO|CALLE|AQUILES SERDAN|CALLE|CUAUHTÉMOC|20||||0||COLONIA|ARAGON LA VILLA||||07000|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1434|004||||Fijo|19.4804976200000000|-99.117178450000000|2019-11
MOTEL SUITZ M|BAROES SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|6 SUR (AVENIDA DE LAS TORRES)|CALLE|AQUILES SERDAN|CALLE|VENUSTIANO CARRANZA|CALLE|ABRAHAM GONZÁLEZ|65||||||COLONIA|ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN||||09500|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1091|019|5556420642|||Fijo|19.3603813800000000|-99.033334640000000|2014-12
MOTEL VILLA LINDA|INMOBILIARIA COMERCIAL AZTECA SA DE CV|721113|Moteles|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|AVENIDA|ACOXPA AV CALZADA DE TLALPAN|AVENIDA|TLALPAN|CALZADA|CALZADA DE TLALPAN||SN|||||COLONIA|EJIDOS DE HUIPULCO||||14380|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|0445|007||||Fijo|19.2999445600000000|-99.148478420000000|2010-07
MOTEL VILLA BONITA|CERAVI SA DE CV|721113|Moteles|6 a 10 personas|VIADUCTO|RIO DE LA PIEDAD|CALZADA|CALZADA DE LA VIGA|EJE VIAL|2 ORIENTE (HONORABLE CONGRESO DE LA UNION)|CALLE|PRIVADA RANCHO DE LA CRUZ|140||||||COLONIA|JAMAICA||||15800|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|1399|003||||Fijo|19.4048926700000000|-99.123946170000000|2010-07
MOTEL VILLAS ARAGON|MOTEL VILLAS DE ARAGON SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|JOSÉ LORETO FABELA|AVENIDA|4 NORTE  510|CALLE|IGNACIO ALLENDE|CALLE|EMILIANO ZAPATA|266||||||COLONIA|PUEBLO SAN JUAN DE ARAGÓN||||07920|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|2131|009||||Fijo|19.4686409600000000|-99.080843700000000|2010-07
M-ELITE MOTEL SUITES|MURUS SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|6 SUR (AVENIDA DE LAS TORRES)|CALLE|LEONA VICARIO|EJE VIAL|8 SUR (CALZADA ERMITA IZTAPALAPA)|AVENIDA|ZACATEPEC|142||||||COLONIA|PARAJE ZACATEPEC||||09560|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|2530|036|15461975|GRUPOMELITE@GMAIL.COM||Fijo|19.3526425400000000|-99.014961520000000|2019-11
MOTEL VILLAS 7|MOTAL VILLAS 7 SA DE CV|721113|Moteles|6 a 10 personas|PERIFERICO|CALLE 7|CALLE|PRIVADA DEL VALLE|PERIFERICO|CANAL DE SAN JUAN|CALLE|ADOLFO LÓPEZ MATEOS|98||||0||COLONIA|AGRICOLA PANTITLAN||||08100|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0109|019|22354752|MOTELVILLAS7@GMAUIL.COM||Fijo|19.4033201700000000|-99.058027080000000|2019-11
MOTEL TENTACION|MOTEL TENTACION SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|GUELATAO|CALLE|EMILIANO ZAPATA|CALLE|ABRAHAM GONZALEZ|CALLE|5 DE MAYO|316|LOTE|||80||COLONIA|SANTA MARIA AZTAHUACAN||||09500|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1087|017||SERVICIOS@MOTELESENLINEA.COM.MX||Fijo|19.3599397900000000|-99.040248170000000|2010-07
AUTO HOTEL MAX|HOTEL MAX SA DE CV|721113|Moteles|11 a 30 personas|CALLE|FERNANDO DE ALVA IXTLIXOCHITL|EJE VIAL|CENTRAL (LAZARO CARDENAS)|DIAGONAL|20 DE NOVIEMBRE|CALLE|ÁLVAREZ DE ICAZA|23||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|005||||Fijo|19.4201277200000000|-99.142393310000000|2010-07
AUTO HOTEL SUPERSTAR|AUTO HOTEL SUPERSTAR SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|NORTE|CALLE|2|CALLE|1|CALLE|TALLERES GRÁFICOS|140||||0||COLONIA|AGRICOLA PANTITLAN||||08100|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|001A|006||AUTOHOTELSUPERSTAR@GMAIL.COM||Fijo|19.4109663200000000|-99.068562700000000|2010-07
MOTEL AFRODITA SA DE CV|MOTEL AFRODITA SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|INSTITUTO POLITÉCNICO NACIONAL|AVENIDA|PONIENTE 112|PRIVADA|NORTE 16|AVENIDA|INSURGENTES NORTE|||||4709||COLONIA|TLACAMACA||||07380|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1400|011||||Fijo|19.4745166700000000|-99.136859050000000|2010-07
AUTO HOTEL LEGARIA|AUTO HOTEL LEGARIA SA DE CV|721113|Moteles|31 a 50 personas|AVENIDA|CALZADA LEGARIA|CALLE|CERRADA LAGO ONTARIO|CALLE|PROLONGACION LAGO MICHIGAN|CALLE|CERRADA LAGO ONTARIO|50||||||COLONIA|LEGARIA||||11410|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0143|012||CONTACTO@AUTOHOTELLEGARIA.COM.MX||Fijo|19.4561892500000000|-99.194220270000000|2010-07
HOTEL TURISTICO CHURUBUSCO|OPERADORA CHURUBUSCO SA DE CV|721113|Moteles|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|CALLEJON|NONOALCO|AVENIDA|LATERAL (AVENIDA RIO CHURUBUSCO)|CALLE|RAFAEL OLIVA|1737||||||COLONIA|SAN DIEGO CHURUBUSCO||||04120|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0060|008||||Fijo|19.3541802300000000|-99.144993590000000|2010-07
AUTO HOTEL MITLA|INMOBILIARIA ESCALEIRA  SA DE CV|721113|Moteles|31 a 50 personas|AVENIDA|MANUEL SALAZAR|CALLE|ROMAN ÁLVAREZ|CALLE|GENERAL FRANCISCO SARABIA|CALLE|FEDERICO GAMBOA|53||||||COLONIA|SAN JUAN TLIHUACA||||02400|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|0256|005||||Fijo|19.4888088300000000|-99.207846350000000|2010-07
MOTEL DANY||721113|Moteles|11 a 30 personas|CALZADA|CALZADA DE LA VIGA|EJE VIAL|4 SUR (PRESIDENTE PLUTARCO ELIAS CALLES)|CERRADA|CALLEJON XICALTONGO|CALLE|SAN FRANCISCO|615||||||BARRIO|SAN FRANCISCO XICALTONGO||||08230|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0397|013||MOTELDANYFACTURACION@GMAIL.COM||Fijo|19.3974162100000000|-99.123874450000000|2014-12
HOTEL CUERNAVACA|INMOBILIARIA HOTELERA ORENSE|721113|Moteles|6 a 10 personas|CALLE|CHIMALCOYOTL|CALLE|BARRANCA CHIMALCOYOTL|CALLE|INSURGENTES SUR|CERRADA|OTOMÍES|5201||||||COLONIA|CHIMALCOYOC||||14630|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|1123|005||||Fijo|19.2753573400000000|-99.167560080000000|2010-07
HOTEL VILLAS DN|A PORTELINA SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|DIVISION DEL NORTE|AVENIDA|MIGUEL HIDALGO|PRIVADA|IRLANDA|CALLE|SAN MIGUEL|2759||||||COLONIA|BARRIO SAN LUCAS||||04030|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0056|002||HOTELDNCDMX@HOTMAIL.COM|WWW.HOTELVILLASDN.COM.MX|Fijo|19.3498785200000000|-99.151061710000000|2017-11
SUITES FLORENCIA MOTEL|SUITES FLORENCIA MOTEL SA DE CV|721113|Moteles|31 a 50 personas|AVENIDA|XOCHIMILCO|CALLE|6|CALLE|5|CALLE|GUADALUPE|44||||||COLONIA|AGRICOLA PANTITLAN||||08100|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0096|005||FLORENCIA@MOTELESENLINEA.COM||Fijo|19.4133408400000000|-99.059637010000000|2019-11
MOTEL CENTRAL INN|MOTEL CENTRAL INN SA DE CV|721113|Moteles|31 a 50 personas|CALLE|POCHITECAS|CALLE|5|AVENIDA|3|CALLE|5|17||||0||COLONIA|ZONA NORTE CENTRAL DE ABASTO|||17|09040|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|2403|013||||Fijo|19.3809018800000000|-99.089227600000000|2010-07
SUITES BOSQUES|MOTEL CUAJIMALPA|721113|Moteles|11 a 30 personas|CARRETERA|FEDERAL MEXICO-TOLUCA|CALLE|PASEO DE LAS LILAS|CALLE|GRANJAS|CALLE|PASEO DE LAS LILAS|2483||||||COLONIA|GRANJAS PALO ALTO||||05118|09|CIUDAD DE MÉXICO|004|Cuajimalpa de Morelos|0001|Cuajimalpa de Morelos|0195|058||||Fijo|19.3812154200000000|-99.254743030000000|2010-07
ROMAMOR|PLAZA VERONA SA DE CV|721113|Moteles|31 a 50 personas|CALLE|CHIAPAS|EJE VIAL|2 PONIENTE (MONTERREY)|CALLE|TONALA|CALLE|SAN LUIS POTOSÍ|121||||||COLONIA|ROMA NORTE||||06700|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1214|004|63632428||HOTELROMAAMOR.COM|Fijo|19.4126109900000000|-99.161465450000000|2010-07
AUTO HOTEL ROSSO|INMOBILIARIA CESANTES SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|5 ORIENTE (AVENIDA JAVIER ROJO GOMEZ)|CALLE|BATALLA DE CASABLANCA|CALLE|BATALLA DE LOMA ALTA|CALLE|26 DE ENERO DE 1857|748||||||COLONIA|LEYES DE REFORMA 3A. SECCION||||09310|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|0407|030||AUTOHOTELROSSO@PRODIGY.NET.MX||Fijo|19.3811570800000000|-99.076511260000000|2010-07
HOTEL LIVERPOOL|HOTELERAS RIAS BARAJAS SA DE CV|721113|Moteles|31 a 50 personas|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)|CALLE|CORREGIDORA|CALLE|MANZANARES|CALLE|LIMÓN||SN|||||COLONIA|ZONA CENTRO||||15100|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0579|005||||Fijo|19.4301370600000000|-99.124680990000000|2010-07
MOTEL QUINTA BUGAMBILIAS|MOTEL QUINTA BUGAMBILIAS  SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|AVENIDA DEL TALLER|AVENIDA|AVENIDA DEL TALLER|EJE VIAL|1 ORIENTE (CALZADA DE LA VIGA)|CALLE|VILLAURRUTIA|185||||0||COLONIA|PAULINO NAVARRO||||06870|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1290|012||BUGAMBILIAS@MOTELESENLINEA.COM||Fijo|19.4131009200000000|-99.128580700000000|2010-07
MOTEL QUINTA MARGARITA|MOTEL QUINTA MARGARITA SA DE CV|721113|Moteles|51 a 100 personas|EJE VIAL|8 SUR (CALZADA ERMITA IZTAPALAPA)|CALLE|5|CALLE|5|AVENIDA|3|1542|F|||0||COLONIA|BARRIO SAN MIGUEL|||1542|09360|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|4927|004||MARGARITA@MOTELESENLINEA.COM||Fijo|19.3550520800000000|-99.083519350000000|2010-07
HOTEL LEO|UNIDAD LEO SA|721113|Moteles|6 a 10 personas|AVENIDA|INSURGENTES SUR|CALLE|5|ANDADOR|2|CALLE|5|4267||||0||COLONIA|LA JOYA|EDIFICIO COMERCIAL Y DE SERVIC|UNIDAD LEO|1|14430|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|1072|002||||Fijo|19.2812863600000000|-99.172503330000000|2010-07
MOTEL RINCON DE LA SELVA||721113|Moteles|6 a 10 personas|CALLE|FELIPE ANGELES|CALLE|BENITO JUAREZ|AVENIDA|CUAUHTEMOC|CALLE|FILOMENO MATA|14||||||COLONIA|EJIDOS DE SANTA MARIA AZTAHUACAN||||09570|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1509|005||BRISHM_25@HOTMAIL.COM||Fijo|19.3515792600000000|-99.039008710000000|2014-12
MOTEL SEIXO|SEIXO SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|TLAHUAC|CALLE|AGUJAS|PERIFERICO|CANAL DE GARAY|CALLE|MORELOS (CINEMATOGRAFISTAS)|1539||||||COLONIA|ELVERGEL||||09880|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1960|004||||Fijo|19.3193895000000000|-99.080350290000000|2010-07
MONTECASINO SUITES|MONTECASINO SUITES SA DE CV|721113|Moteles|31 a 50 personas|CALLE|CAMINO REAL A SAN LORENZO|CALLE|CIRCONIO|CERRADA|CERRANA|CALLE|CIRCONIO||SN|||||COLONIA|EL MANTO||||09830|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|497A|013||SERVICIOS@MOTELSENLINEA.COM.MX||Fijo|19.3487192400000000|-99.078039920000000|2019-11
BREOGAN SUITES MOTEL|PORTACOBAS SUITES, S.A. DE C.V.|721113|Moteles|11 a 30 personas|CALLE|NINGUNO|CALZADA|ERMITA IZTAPALAPA 2617|CALLE|JAVIER SANTA MARIA|CALLE|HIDALGO|||||2617||COLONIA|LA HERA||||09720|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|1655|002||BREOGANSUITES@HOTMAIL.COM||Fijo|19.3419781200000000|-99.051426060000000|2014-12
QUINTA INN MOTEL|QUINTA INN MOTEL SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|EJE 3 ORIENTE (AVENIDA 5)||2|CERRADA|PRIMERA AVENIDA 5|AVENIDA|AÑO DE JUÁREZ|||||61||COLONIA|GRANJAS SAN ANTONIO||||09070|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|0727|001||||Fijo|19.3592956000000000|-99.110600410000000|2010-07
MOTEL SARA, S.A. DE C.V.|MOTEL SARA, S.A. DE C.V.|721113|Moteles|6 a 10 personas|CALLE|SARA|EJE VIAL|3 NORTE (NOÉ)|CALLE|ABEL|EJE VIAL|1 ORIENTE (AVENIDA FERROCARRIL HIDALGO)|||||4489||COLONIA|GUADALUPE TEPEYAC||||07840|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1805|009||||Fijo|19.4655217100000000|-99.119292730000000|2014-12
MOTEL REAL LA VIGA|MOTEL REAL LA VIGA SA DE CV|721113|Moteles|11 a 30 personas|CALLE|LORENZO BOTURINI|CALLE|1 ORIENTE (CALZADA DE LA VIGA)|CALLE|CUITLÁHUAC|CALLE|ZOQUIPA|||||372||COLONIA|LORENZO BOTURINI||||15820|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|1045|007||||Fijo|19.4174427800000000|-99.127208440000000|2010-07
SUITS EXTASIS|SUITES EXTASIS|721113|Moteles|51 a 100 personas|AVENIDA|XOCHIMILCO|CALLE|SIN NOMBRE|CALLE|SIN NOMBRE|CALLE|SIN NOMBRE|383||||||COLONIA|AGRICOLA PANTITLAN||||08100|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0077|003|22359503|||Fijo|19.4135693400000000|-99.064465690000000|2014-12
HOTEL TURISTA LAS FLORES|HOTEL TURISTA LAS FLORES SA DE CV|721113|Moteles|11 a 30 personas|CALLE|DAKOTA|CALLE|ESCOCIA|CALLE|MARTIRES IRLANDESES|CALLE|CALIFORNIA|1909||||||COLONIA|PARQUE SAN ANDRES||||04120|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0164|023||MOTELLASFLORES@HOTMAIL.COM||Fijo|19.3486162400000000|-99.145715380000000|2010-07
EUROSUITES MOTEL|EUROSUITES MOTEL SA DE CV|721113|Moteles|11 a 30 personas|AVENIDA|FERROCARRIL INDUSTRIAL|CALLE|NORTE 25|CALLE|ESCAPE 2114A|AVENIDA|OCEANÍA|100|A|||||COLONIA|PROGRESISTA||||15370|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0441|015|5557861000|||Fijo|19.4351080100000000|-99.104625110000000|2014-12
MOTEL PORTOSOL|GODEMS SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|5 SUR (LEYES DE REFORMA)|CALLE|POCHITECAS|CALLE|ENCOMENDEROS|CALLE|POCHITECAS|72||||||COLONIA|CENTRAL DE ABASTOS||||09040|09|CIUDAD DE MÉXICO|007|Iztapalapa|0001|Iztapalapa|2403|009||||Fijo|19.3799958500000000|-99.083574050000000|2010-07
PROMOTORA HOTEL MARIA RICO|PROMOTORA CAMPELO  SA DE CV|721113|Moteles|11 a 30 personas|EJE VIAL|8 SUR (JOSE MARIA RICO)|CALLE|AMORES|EJE VIAL|3 PONIENTE (AVENIDA COYOACAN)|CALLE|RODRIGUEZ SARO|523||||||COLONIA|DEL VALLE SUR||||03100|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0810|010|5555240437|HMARIARICO@HOTMAIL.COM|WWW.HMARIARICO.COM|Fijo|19.3670203600000000|-99.171150890000000|2010-07
MOTEL QUINTA LORETO|LAXAS SA DE CV|721113|Moteles|11 a 30 personas|CALLE|MIGUEL LERDO DE TEJADA|AVENIDA|TEZOZOMOC|CALLE|PETROLEOS MEXICANOS|EJE VIAL|3 NORTE (CALZADA SAN ISIDRO)|260||||||COLONIA|SAN MATEO||||02000|09|CIUDAD DE MÉXICO|002|Azcapotzalco|0001|Azcapotzalco|1023|007||||Fijo|19.4843860200000000|-99.195335530000000|2010-07
HOTEL LOMAS LOVE PICACHO S A DE C V||721113|Moteles|11 a 30 personas|CALLE|SINANCHE|CALLE|CITILCUN|CALLE|BOULEVARD PICACHO AJUSCO|CALLE|CHEMAX|517||||||COLONIA|LOMAS DE PADIERNA||||14240|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|0341|021||HLOMASLOVE@GMAIL.COM|HOTELLOMASLOVE.COMH|Fijo|19.2937318500000000|-99.216202360000000|2019-11
